innings,batting_team,bowling_team,overs_completed,wickets_fallen,current_score,current_run_rate,remaining_overs,wickets_in_hand,target,runs_required,balls_remaining,required_run_rate,pressure_index,final_score,winner
1,Rajasthan Royals,Delhi Capitals,11.1,7,108,9.79,8.9,3,0,0,53,0.0,0.0,170,Rajasthan Royals
2,Delhi Capitals,Rajasthan Royals,15.8,2,137,8.69,4.2,8,171,34,25,8.1,0.9321,166,Rajasthan Royals
1,Kolkata Knight Riders,Punjab Kings,17.3,5,158,9.18,2.7,5,0,0,16,0.0,0.0,178,Kolkata Knight Riders
2,Punjab Kings,Kolkata Knight Riders,8.7,9,71,8.23,11.3,1,179,108,67,9.56,1.1616,139,Kolkata Knight Riders
1,Royal Challengers Bangalore,Delhi Capitals,14.0,0,113,8.12,6.0,10,0,0,36,0.0,0.0,167,Royal Challengers Bangalore
2,Delhi Capitals,Royal Challengers Bangalore,5.3,3,47,8.96,14.7,7,168,121,88,8.23,0.9185,161,Royal Challengers Bangalore
1,Kolkata Knight Riders,Chennai Super Kings,14.6,0,89,6.12,5.4,10,0,0,32,0.0,0.0,117,Chennai Super Kings
2,Chennai Super Kings,Kolkata Knight Riders,12.2,5,93,7.66,7.8,5,118,25,46,3.21,0.4191,135,Chennai Super Kings
1,Rajasthan Royals,Punjab Kings,9.9,9,68,6.96,10.1,1,0,0,60,0.0,0.0,110,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,7.5,2,42,5.71,12.5,8,111,69,75,5.52,0.9667,110,Rajasthan Royals
1,Mumbai Indians,Kolkata Knight Riders,9.1,8,73,8.13,10.9,2,0,0,65,0.0,0.0,125,Kolkata Knight Riders
2,Kolkata Knight Riders,Mumbai Indians,14.0,5,113,8.12,6.0,5,126,13,36,2.17,0.2672,155,Kolkata Knight Riders
1,Rajasthan Royals,Royal Challengers Bangalore,13.8,5,135,9.83,6.2,5,0,0,37,0.0,0.0,180,Rajasthan Royals
2,Royal Challengers Bangalore,Rajasthan Royals,6.7,5,34,5.2,13.3,5,181,147,79,11.05,2.125,93,Rajasthan Royals
1,Punjab Kings,Kolkata Knight Riders,5.8,1,42,7.31,14.2,9,0,0,85,0.0,0.0,139,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,16.1,5,137,8.55,3.9,5,140,3,23,0.77,0.0901,162,Kolkata Knight Riders
1,Mumbai Indians,Punjab Kings,16.5,0,146,8.85,3.5,10,0,0,21,0.0,0.0,173,Mumbai Indians
2,Punjab Kings,Mumbai Indians,11.7,5,88,7.54,8.3,5,174,86,49,10.36,1.374,135,Mumbai Indians
1,Sunrisers Hyderabad,Chennai Super Kings,7.7,5,52,6.88,12.3,5,0,0,73,0.0,0.0,127,Chennai Super Kings
2,Chennai Super Kings,Sunrisers Hyderabad,13.0,8,117,9.01,7.0,2,128,11,42,1.57,0.1743,165,Chennai Super Kings
1,Royal Challengers Bangalore,Chennai Super Kings,17.0,7,97,5.75,3.0,3,0,0,18,0.0,0.0,110,Chennai Super Kings
2,Chennai Super Kings,Royal Challengers Bangalore,11.4,3,110,9.69,8.6,7,111,1,51,0.12,0.0124,187,Chennai Super Kings
1,Mumbai Indians,Kolkata Knight Riders,8.6,6,45,5.24,11.4,4,0,0,68,0.0,0.0,85,Kolkata Knight Riders
2,Kolkata Knight Riders,Mumbai Indians,7.1,3,69,9.77,12.9,7,86,17,77,1.32,0.1351,184,Kolkata Knight Riders
1,Royal Challengers Bangalore,Mumbai Indians,13.9,2,116,8.37,6.1,8,0,0,36,0.0,0.0,166,Royal Challengers Bangalore
2,Mumbai Indians,Royal Challengers Bangalore,5.6,8,47,8.48,14.4,2,167,120,86,8.33,0.9823,125,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Royal Challengers Bangalore,6.7,3,47,7.04,13.3,7,0,0,79,0.0,0.0,135,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,9.3,7,91,9.83,10.7,3,136,45,64,4.21,0.4283,177,Royal Challengers Bangalore
1,Punjab Kings,Rajasthan Royals,14.3,7,103,7.24,5.7,3,0,0,34,0.0,0.0,129,Rajasthan Royals
2,Rajasthan Royals,Punjab Kings,18.7,1,129,8.82,1.3,9,130,1,7,0.77,0.0873,139,Rajasthan Royals
1,Kolkata Knight Riders,Delhi Capitals,17.9,0,103,5.78,2.1,10,0,0,12,0.0,0.0,114,Delhi Capitals
2,Delhi Capitals,Kolkata Knight Riders,17.5,9,114,9.22,2.5,1,115,1,15,0.4,0.0434,129,Delhi Capitals
1,Chennai Super Kings,Delhi Capitals,18.7,8,99,5.34,1.3,2,0,0,7,0.0,0.0,103,Delhi Capitals
2,Delhi Capitals,Chennai Super Kings,9.0,2,80,8.99,11.0,8,104,24,66,2.18,0.2425,158,Delhi Capitals
1,Mumbai Indians,Kolkata Knight Riders,5.3,5,43,8.18,14.7,5,0,0,88,0.0,0.0,129,Mumbai Indians
2,Kolkata Knight Riders,Mumbai Indians,8.2,5,40,4.9,11.8,5,130,90,70,7.63,1.5571,85,Mumbai Indians
1,Royal Challengers Bangalore,Delhi Capitals,11.8,3,106,9.02,8.2,7,0,0,49,0.0,0.0,169,Royal Challengers Bangalore
2,Delhi Capitals,Royal Challengers Bangalore,5.3,9,28,5.33,14.7,1,170,142,88,9.66,1.8124,78,Royal Challengers Bangalore
1,Rajasthan Royals,Delhi Capitals,9.5,5,77,8.18,10.5,5,0,0,63,0.0,0.0,141,Rajasthan Royals
2,Delhi Capitals,Rajasthan Royals,11.5,7,55,4.86,8.5,3,142,87,51,10.24,2.107,84,Rajasthan Royals
1,Punjab Kings,Sunrisers Hyderabad,14.1,6,97,6.93,5.9,4,0,0,35,0.0,0.0,125,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Punjab Kings,11.0,7,100,9.14,9.0,3,126,26,54,2.89,0.3162,162,Sunrisers Hyderabad
1,Rajasthan Royals,Kolkata Knight Riders,12.7,4,80,6.33,7.3,6,0,0,43,0.0,0.0,123,Kolkata Knight Riders
2,Kolkata Knight Riders,Rajasthan Royals,10.3,0,90,8.74,9.7,10,124,34,58,3.51,0.4016,179,Kolkata Knight Riders
1,Chennai Super Kings,Royal Challengers Bangalore,6.9,0,62,9.02,13.1,10,0,0,78,0.0,0.0,195,Chennai Super Kings
2,Royal Challengers Bangalore,Chennai Super Kings,17.9,4,110,6.18,2.1,6,196,86,12,40.95,6.6262,120,Chennai Super Kings
1,Kolkata Knight Riders,Punjab Kings,11.1,7,51,4.68,8.9,3,0,0,53,0.0,0.0,82,Punjab Kings
2,Punjab Kings,Kolkata Knight Riders,5.4,4,38,7.18,14.6,6,83,45,87,3.08,0.429,130,Punjab Kings
1,Delhi Capitals,Royal Challengers Bangalore,7.1,6,33,4.74,12.9,4,0,0,77,0.0,0.0,82,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Delhi Capitals,5.5,6,34,6.2,14.5,4,83,49,87,3.38,0.5452,105,Royal Challengers Bangalore
1,Punjab Kings,Delhi Capitals,11.3,9,65,5.78,8.7,1,0,0,52,0.0,0.0,95,Delhi Capitals
2,Delhi Capitals,Punjab Kings,17.0,3,95,7.19,3.0,7,96,1,18,0.33,0.0459,114,Delhi Capitals
1,Mumbai Indians,Rajasthan Royals,13.3,3,99,7.51,6.7,7,0,0,40,0.0,0.0,142,Mumbai Indians
2,Rajasthan Royals,Mumbai Indians,16.4,9,100,6.1,3.6,1,143,43,21,11.94,1.9574,116,Mumbai Indians
1,Rajasthan Royals,Punjab Kings,9.7,3,90,9.3,10.3,7,0,0,61,0.0,0.0,186,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,12.1,6,95,7.92,7.9,4,187,92,47,11.65,1.471,135,Rajasthan Royals
1,Mumbai Indians,Sunrisers Hyderabad,10.5,6,59,5.71,9.5,4,0,0,57,0.0,0.0,103,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Mumbai Indians,5.3,1,49,9.29,14.7,9,104,55,88,3.74,0.4026,175,Sunrisers Hyderabad
1,Delhi Capitals,Sunrisers Hyderabad,6.7,1,46,6.94,13.3,9,0,0,79,0.0,0.0,138,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Delhi Capitals,12.9,7,103,8.05,7.1,3,139,36,42,5.07,0.6298,148,Sunrisers Hyderabad
1,Punjab Kings,Delhi Capitals,11.1,4,110,9.93,8.9,6,0,0,53,0.0,0.0,177,Punjab Kings
2,Delhi Capitals,Punjab Kings,15.5,3,135,8.73,4.5,7,178,43,27,9.56,1.0951,171,Punjab Kings
1,Rajasthan Royals,Mumbai Indians,11.0,2,63,5.78,9.0,8,0,0,54,0.0,0.0,112,Mumbai Indians
2,Mumbai Indians,Rajasthan Royals,7.7,4,70,9.14,12.3,6,113,43,73,3.5,0.3829,165,Mumbai Indians
1,Punjab Kings,Rajasthan Royals,14.4,1,118,8.23,5.6,9,0,0,33,0.0,0.0,162,Punjab Kings
2,Rajasthan Royals,Punjab Kings,5.3,6,42,7.99,14.7,4,163,121,88,8.23,1.03,135,Punjab Kings
1,Mumbai Indians,Chennai Super Kings,12.7,4,116,9.14,7.3,6,0,0,43,0.0,0.0,178,Mumbai Indians
2,Chennai Super Kings,Mumbai Indians,16.6,1,91,5.49,3.4,9,179,88,20,25.88,4.714,110,Mumbai Indians
1,Punjab Kings,Chennai Super Kings,15.2,3,133,8.78,4.8,7,0,0,28,0.0,0.0,165,Chennai Super Kings
2,Chennai Super Kings,Punjab Kings,10.6,5,99,9.4,9.4,5,166,67,56,7.13,0.7585,177,Chennai Super Kings
1,Delhi Capitals,Sunrisers Hyderabad,13.0,8,54,4.22,7.0,2,0,0,42,0.0,0.0,74,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Delhi Capitals,18.5,9,74,4.33,1.5,1,75,1,9,0.67,0.1547,78,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Chennai Super Kings,16.1,9,111,6.92,3.9,1,0,0,23,0.0,0.0,127,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,6.5,6,47,7.3,13.5,4,128,81,81,6.0,0.8219,126,Royal Challengers Bangalore
1,Kolkata Knight Riders,Rajasthan Royals,6.1,1,54,9.0,13.9,9,0,0,83,0.0,0.0,162,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,11.6,8,67,5.8,8.4,2,163,96,50,11.43,1.9707,104,Kolkata Knight Riders
1,Rajasthan Royals,Sunrisers Hyderabad,5.6,5,44,7.92,14.4,5,0,0,86,0.0,0.0,122,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Rajasthan Royals,9.9,8,87,8.8,10.1,2,123,36,60,3.56,0.4045,156,Sunrisers Hyderabad
1,Kolkata Knight Riders,Rajasthan Royals,10.3,1,103,10.0,9.7,9,0,0,58,0.0,0.0,190,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,16.8,5,75,4.52,3.2,5,191,116,19,36.25,8.0199,87,Kolkata Knight Riders
1,Royal Challengers Bangalore,Delhi Capitals,9.1,7,82,9.05,10.9,3,0,0,65,0.0,0.0,152,Royal Challengers Bangalore
2,Delhi Capitals,Royal Challengers Bangalore,18.4,4,91,4.95,1.6,6,153,62,9,38.75,7.8283,98,Royal Challengers Bangalore
1,Kolkata Knight Riders,Royal Challengers Bangalore,10.4,1,66,6.37,9.6,9,0,0,57,0.0,0.0,126,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Kolkata Knight Riders,10.6,0,93,8.81,9.4,10,127,34,56,3.62,0.4109,167,Royal Challengers Bangalore
1,Mumbai Indians,Royal Challengers Bangalore,17.5,2,99,5.71,2.5,8,0,0,15,0.0,0.0,112,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Mumbai Indians,8.8,1,67,7.72,11.2,9,113,46,67,4.11,0.5324,148,Royal Challengers Bangalore
1,Kolkata Knight Riders,Rajasthan Royals,17.7,8,138,7.81,2.3,2,0,0,13,0.0,0.0,150,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,9.5,2,98,10.37,10.5,8,151,53,63,5.05,0.487,184,Rajasthan Royals
1,Royal Challengers Bangalore,Sunrisers Hyderabad,15.7,0,129,8.23,4.3,10,0,0,25,0.0,0.0,169,Royal Challengers Bangalore
2,Sunrisers Hyderabad,Royal Challengers Bangalore,12.5,6,61,4.88,7.5,4,170,109,45,14.53,2.9775,89,Royal Challengers Bangalore
1,Kolkata Knight Riders,Delhi Capitals,17.9,0,143,7.99,2.1,10,0,0,12,0.0,0.0,157,Kolkata Knight Riders
2,Delhi Capitals,Kolkata Knight Riders,7.3,5,62,8.57,12.7,5,158,96,76,7.56,0.8821,144,Kolkata Knight Riders
1,Chennai Super Kings,Royal Challengers Bangalore,17.6,0,155,8.85,2.4,10,0,0,14,0.0,0.0,176,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,17.3,3,176,10.8,2.7,7,177,1,16,0.37,0.0343,199,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Delhi Capitals,19.5,0,116,5.98,0.5,10,0,0,3,0.0,0.0,119,Sunrisers Hyderabad
2,Delhi Capitals,Sunrisers Hyderabad,19.4,2,102,5.28,0.6,8,120,18,3,30.0,5.6818,105,Sunrisers Hyderabad
1,Mumbai Indians,Chennai Super Kings,7.8,3,55,7.16,12.2,7,0,0,73,0.0,0.0,125,Mumbai Indians
2,Chennai Super Kings,Mumbai Indians,16.0,3,86,5.38,4.0,7,126,40,24,10.0,1.8587,105,Mumbai Indians
1,Sunrisers Hyderabad,Chennai Super Kings,8.5,6,79,9.35,11.5,4,0,0,69,0.0,0.0,160,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,19.5,9,135,6.93,0.5,1,161,26,3,52.0,7.5036,137,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Punjab Kings,5.2,0,50,9.76,14.8,10,0,0,88,0.0,0.0,215,Royal Challengers Bangalore
2,Punjab Kings,Royal Challengers Bangalore,9.2,9,88,9.62,10.8,1,216,128,64,11.85,1.2318,160,Royal Challengers Bangalore
1,Mumbai Indians,Delhi Capitals,14.1,0,76,5.46,5.9,10,0,0,35,0.0,0.0,104,Delhi Capitals
2,Delhi Capitals,Mumbai Indians,5.3,1,48,9.18,14.7,9,105,57,88,3.88,0.4227,186,Delhi Capitals
1,Kolkata Knight Riders,Sunrisers Hyderabad,18.6,0,180,9.73,1.4,10,0,0,8,0.0,0.0,192,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,15.1,3,83,5.53,4.9,7,193,110,29,22.45,4.0597,103,Kolkata Knight Riders
1,Punjab Kings,Chennai Super Kings,14.3,4,93,6.56,5.7,6,0,0,34,0.0,0.0,127,Chennai Super Kings
2,Chennai Super Kings,Punjab Kings,8.5,2,64,7.62,11.5,8,128,64,69,5.57,0.731,146,Chennai Super Kings
1,Kolkata Knight Riders,Delhi Capitals,6.4,9,52,8.16,13.6,1,0,0,81,0.0,0.0,123,Delhi Capitals
2,Delhi Capitals,Kolkata Knight Riders,11.2,4,101,9.06,8.8,6,124,23,52,2.61,0.2881,176,Delhi Capitals
1,Punjab Kings,Mumbai Indians,19.5,6,172,8.83,0.5,4,0,0,3,0.0,0.0,175,Punjab Kings
2,Mumbai Indians,Punjab Kings,19.2,9,130,6.81,0.8,1,176,46,4,57.5,8.4435,133,Punjab Kings
1,Delhi Capitals,Rajasthan Royals,6.1,6,45,7.38,13.9,4,0,0,83,0.0,0.0,123,Delhi Capitals
2,Rajasthan Royals,Delhi Capitals,15.2,9,101,6.65,4.8,1,124,23,28,4.79,0.7203,119,Delhi Capitals
1,Kolkata Knight Riders,Sunrisers Hyderabad,10.4,8,65,6.32,9.6,2,0,0,57,0.0,0.0,109,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Kolkata Knight Riders,19.4,2,109,9.31,0.6,8,110,1,3,1.67,0.1794,115,Sunrisers Hyderabad
1,Sunrisers Hyderabad,Punjab Kings,5.7,4,51,8.96,14.3,6,0,0,85,0.0,0.0,160,Sunrisers Hyderabad
2,Punjab Kings,Sunrisers Hyderabad,11.6,7,64,5.52,8.4,3,161,97,50,11.55,2.0924,100,Sunrisers Hyderabad
1,Rajasthan Royals,Delhi Capitals,11.3,1,85,7.6,8.7,9,0,0,52,0.0,0.0,144,Rajasthan Royals
2,Delhi Capitals,Rajasthan Royals,7.1,7,35,5.03,12.9,3,145,110,77,8.53,1.6958,83,Rajasthan Royals
1,Punjab Kings,Mumbai Indians,7.5,6,37,5.03,12.5,4,0,0,75,0.0,0.0,83,Mumbai Indians
2,Mumbai Indians,Punjab Kings,5.5,5,54,9.89,14.5,5,84,30,87,2.07,0.2093,162,Mumbai Indians
1,Delhi Capitals,Sunrisers Hyderabad,8.5,9,59,7.03,11.5,1,0,0,69,0.0,0.0,116,Delhi Capitals
2,Sunrisers Hyderabad,Delhi Capitals,11.5,2,65,5.67,8.5,8,117,52,51,6.12,1.0794,115,Delhi Capitals
1,Delhi Capitals,Royal Challengers Bangalore,14.1,6,132,9.39,5.9,4,0,0,35,0.0,0.0,179,Delhi Capitals
2,Royal Challengers Bangalore,Delhi Capitals,19.1,5,80,4.2,0.9,5,180,100,5,111.11,26.4548,83,Delhi Capitals
1,Kolkata Knight Riders,Mumbai Indians,9.9,0,104,10.58,10.1,10,0,0,60,0.0,0.0,219,Kolkata Knight Riders
2,Mumbai Indians,Kolkata Knight Riders,8.0,6,62,7.81,12.0,4,220,158,72,13.17,1.6863,130,Kolkata Knight Riders
1,Mumbai Indians,Kolkata Knight Riders,19.4,2,177,9.15,0.6,8,0,0,3,0.0,0.0,182,Mumbai Indians
2,Kolkata Knight Riders,Mumbai Indians,14.4,9,115,8.05,5.6,1,183,68,33,12.14,1.5081,144,Mumbai Indians
1,Sunrisers Hyderabad,Delhi Capitals,13.2,9,70,5.37,6.8,1,0,0,40,0.0,0.0,91,Delhi Capitals
2,Delhi Capitals,Sunrisers Hyderabad,5.5,2,57,10.54,14.5,8,92,35,87,2.41,0.2287,213,Delhi Capitals
1,Kolkata Knight Riders,Punjab Kings,8.6,8,55,6.5,11.4,2,0,0,68,0.0,0.0,106,Kolkata Knight Riders
2,Punjab Kings,Kolkata Knight Riders,5.3,7,23,4.43,14.7,3,107,84,88,5.71,1.2889,71,Kolkata Knight Riders
1,Royal Challengers Bangalore,Punjab Kings,9.2,2,47,5.13,10.8,8,0,0,64,0.0,0.0,102,Punjab Kings
2,Punjab Kings,Royal Challengers Bangalore,14.2,2,77,5.47,5.8,8,103,26,34,4.48,0.819,109,Punjab Kings
1,Kolkata Knight Riders,Punjab Kings,18.0,9,130,7.26,2.0,1,0,0,12,0.0,0.0,141,Punjab Kings
2,Punjab Kings,Kolkata Knight Riders,16.6,2,141,8.7,3.4,8,142,1,20,0.29,0.0333,166,Punjab Kings
1,Punjab Kings,Kolkata Knight Riders,6.6,3,42,6.46,13.4,7,0,0,80,0.0,0.0,125,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,16.4,3,106,6.49,3.6,7,126,20,21,5.56,0.8567,126,Kolkata Knight Riders
1,Kolkata Knight Riders,Sunrisers Hyderabad,19.3,4,120,6.22,0.7,6,0,0,4,0.0,0.0,123,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,8.4,0,50,6.05,11.6,10,124,74,69,6.38,1.0545,117,Kolkata Knight Riders
1,Royal Challengers Bangalore,Sunrisers Hyderabad,6.5,9,58,8.93,13.5,1,0,0,81,0.0,0.0,135,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Royal Challengers Bangalore,14.4,9,135,9.82,5.6,1,136,1,33,0.18,0.0183,173,Sunrisers Hyderabad
1,Chennai Super Kings,Sunrisers Hyderabad,14.8,7,85,5.81,5.2,3,0,0,31,0.0,0.0,106,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Chennai Super Kings,14.1,2,86,6.14,5.9,8,107,21,35,3.56,0.5798,122,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Chennai Super Kings,10.3,5,57,5.63,9.7,5,0,0,58,0.0,0.0,105,Chennai Super Kings
2,Chennai Super Kings,Royal Challengers Bangalore,7.7,2,51,6.64,12.3,8,106,55,73,4.47,0.6732,126,Chennai Super Kings
1,Royal Challengers Bangalore,Punjab Kings,13.8,4,78,5.68,6.2,6,0,0,37,0.0,0.0,109,Punjab Kings
2,Punjab Kings,Royal Challengers Bangalore,12.4,6,109,10.03,7.6,4,110,1,45,0.13,0.013,162,Punjab Kings
1,Kolkata Knight Riders,Royal Challengers Bangalore,16.7,4,102,6.13,3.3,6,0,0,19,0.0,0.0,120,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,6.9,4,36,5.27,13.1,6,121,85,78,6.49,1.2315,86,Kolkata Knight Riders
1,Rajasthan Royals,Punjab Kings,8.8,9,81,9.24,11.2,1,0,0,67,0.0,0.0,151,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,6.5,8,33,5.15,13.5,2,152,119,81,8.81,1.7107,76,Rajasthan Royals
1,Kolkata Knight Riders,Sunrisers Hyderabad,9.9,0,65,6.66,10.1,10,0,0,60,0.0,0.0,127,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,7.5,4,45,6.08,12.5,6,128,83,75,6.64,1.0921,108,Kolkata Knight Riders
1,Sunrisers Hyderabad,Royal Challengers Bangalore,5.6,6,30,5.38,14.4,4,0,0,86,0.0,0.0,94,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,12.8,0,94,8.78,7.2,10,95,1,43,0.14,0.0159,154,Royal Challengers Bangalore
1,Chennai Super Kings,Royal Challengers Bangalore,8.5,2,47,5.58,11.5,8,0,0,69,0.0,0.0,98,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,10.3,1,94,9.15,9.7,9,99,5,58,0.52,0.0568,181,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Rajasthan Royals,6.1,0,59,9.74,13.9,10,0,0,83,0.0,0.0,200,Sunrisers Hyderabad
2,Rajasthan Royals,Sunrisers Hyderabad,8.1,2,49,6.09,11.9,8,201,152,71,12.77,2.0969,114,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Rajasthan Royals,6.2,2,63,10.21,13.8,8,0,0,82,0.0,0.0,208,Royal Challengers Bangalore
2,Rajasthan Royals,Royal Challengers Bangalore,8.0,7,72,9.11,12.0,3,209,137,72,11.42,1.2536,150,Royal Challengers Bangalore
1,Rajasthan Royals,Punjab Kings,9.5,5,89,9.46,10.5,5,0,0,63,0.0,0.0,179,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,7.5,4,30,4.09,12.5,6,180,150,75,12.0,2.934,77,Rajasthan Royals
1,Chennai Super Kings,Mumbai Indians,11.1,9,49,4.44,8.9,1,0,0,53,0.0,0.0,78,Mumbai Indians
2,Mumbai Indians,Chennai Super Kings,7.0,7,56,8.14,13.0,3,79,23,78,1.77,0.2174,122,Mumbai Indians
1,Kolkata Knight Riders,Sunrisers Hyderabad,13.9,3,84,6.06,6.1,7,0,0,36,0.0,0.0,116,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,15.0,2,87,5.82,5.0,8,117,30,30,6.0,1.0309,115,Kolkata Knight Riders
1,Chennai Super Kings,Kolkata Knight Riders,6.0,0,38,6.45,14.0,10,0,0,84,0.0,0.0,138,Kolkata Knight Riders
2,Kolkata Knight Riders,Chennai Super Kings,8.7,9,81,9.32,11.3,1,139,58,67,5.13,0.5504,148,Kolkata Knight Riders
1,Kolkata Knight Riders,Sunrisers Hyderabad,11.3,3,94,8.34,8.7,7,0,0,52,0.0,0.0,151,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,17.0,8,108,6.4,3.0,2,152,44,18,14.67,2.2922,122,Kolkata Knight Riders
1,Kolkata Knight Riders,Chennai Super Kings,9.1,8,75,8.34,10.9,2,0,0,65,0.0,0.0,137,Chennai Super Kings
2,Chennai Super Kings,Kolkata Knight Riders,18.1,6,137,8.68,1.9,4,138,1,11,0.53,0.0611,148,Chennai Super Kings
1,Punjab Kings,Royal Challengers Bangalore,11.5,3,100,8.72,8.5,7,0,0,51,0.0,0.0,158,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,15.7,8,141,9.02,4.3,2,159,18,25,4.19,0.4645,166,Royal Challengers Bangalore
1,Rajasthan Royals,Royal Challengers Bangalore,12.7,0,83,6.61,7.3,10,0,0,43,0.0,0.0,127,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,13.4,2,127,10.64,6.6,8,128,1,39,0.15,0.0141,201,Royal Challengers Bangalore
1,Mumbai Indians,Delhi Capitals,7.1,2,38,5.4,12.9,8,0,0,77,0.0,0.0,106,Mumbai Indians
2,Delhi Capitals,Mumbai Indians,12.9,4,72,5.65,7.1,6,107,35,42,4.93,0.8726,105,Mumbai Indians
1,Delhi Capitals,Punjab Kings,8.9,7,81,9.11,11.1,3,0,0,66,0.0,0.0,164,Punjab Kings
2,Punjab Kings,Delhi Capitals,12.0,7,121,10.16,8.0,3,165,44,48,5.5,0.5413,176,Punjab Kings
1,Punjab Kings,Mumbai Indians,8.4,8,38,4.6,11.6,2,0,0,69,0.0,0.0,76,Mumbai Indians
2,Mumbai Indians,Punjab Kings,9.5,1,76,9.63,10.5,9,77,1,63,0.1,0.0104,172,Mumbai Indians
1,Sunrisers Hyderabad,Mumbai Indians,11.8,1,116,9.9,8.2,9,0,0,49,0.0,0.0,201,Sunrisers Hyderabad
2,Mumbai Indians,Sunrisers Hyderabad,11.3,9,62,5.57,8.7,1,202,140,52,16.09,2.8887,90,Sunrisers Hyderabad
1,Rajasthan Royals,Delhi Capitals,9.2,1,74,8.1,10.8,9,0,0,64,0.0,0.0,156,Rajasthan Royals
2,Delhi Capitals,Rajasthan Royals,5.8,7,29,5.0,14.2,3,157,128,85,9.01,1.802,85,Rajasthan Royals
1,Mumbai Indians,Punjab Kings,13.3,1,78,5.91,6.7,9,0,0,40,0.0,0.0,119,Mumbai Indians
2,Punjab Kings,Mumbai Indians,8.0,1,42,5.25,12.0,9,120,78,72,6.5,1.2381,105,Mumbai Indians
1,Royal Challengers Bangalore,Sunrisers Hyderabad,16.1,6,107,6.68,3.9,4,0,0,23,0.0,0.0,129,Royal Challengers Bangalore
2,Sunrisers Hyderabad,Royal Challengers Bangalore,8.3,5,49,5.91,11.7,5,130,81,70,6.92,1.1709,110,Royal Challengers Bangalore
1,Chennai Super Kings,Kolkata Knight Riders,10.2,6,72,7.11,9.8,4,0,0,58,0.0,0.0,127,Kolkata Knight Riders
2,Kolkata Knight Riders,Chennai Super Kings,5.8,2,59,10.21,14.2,8,128,69,85,4.86,0.476,183,Kolkata Knight Riders
1,Rajasthan Royals,Mumbai Indians,9.8,4,80,8.24,10.2,6,0,0,61,0.0,0.0,143,Mumbai Indians
2,Mumbai Indians,Rajasthan Royals,13.4,4,102,7.64,6.6,6,144,42,39,6.36,0.8325,149,Mumbai Indians
1,Sunrisers Hyderabad,Rajasthan Royals,14.1,5,88,6.25,5.9,5,0,0,35,0.0,0.0,119,Rajasthan Royals
2,Rajasthan Royals,Sunrisers Hyderabad,14.3,3,119,8.79,5.7,7,120,1,34,0.18,0.0205,162,Rajasthan Royals
1,Mumbai Indians,Rajasthan Royals,14.2,4,117,8.27,5.8,6,0,0,34,0.0,0.0,161,Rajasthan Royals
2,Rajasthan Royals,Mumbai Indians,8.6,4,76,8.85,11.4,6,162,86,68,7.54,0.852,168,Rajasthan Royals
1,Sunrisers Hyderabad,Royal Challengers Bangalore,13.4,8,89,6.69,6.6,2,0,0,39,0.0,0.0,119,Sunrisers Hyderabad
